Compound Score,Date,Media,Negative Score,Neutral Score,Positive Score,Tweet Ago,Tweet text
0.0,Thu Mar 22 14:58:31 +0000 2018,@CNN,0.0,1.0,0.0,3,"Barack Obama made his first trip to New Zealand today. Before meeting with Prime Minister Jacinda Ardern, he was we… https://t.co/yXXaLTF5F1"
-0.5994,Thu Mar 22 14:50:09 +0000 2018,@CNN,0.218,0.782,0.0,3,"President Trump to hit China with tariffs, heightening concerns of a global trade war https://t.co/9BXMNcIzst https://t.co/U5GZqzifaw"
-0.6808,Thu Mar 22 14:45:02 +0000 2018,@CNN,0.18,0.82,0.0,3,"Former Vice President Joe Biden is speaking in Washington, DC. Earlier this week he said he would ""beat the hell"" o… https://t.co/PaxA9qXClr"
0.2705,Thu Mar 22 14:40:11 +0000 2018,@CNN,0.0,0.838,0.162,3,Mark Zuckerberg's apology didn't stop the bleeding on Wall Street. Facebook dipped 1% Thursday after Zuckerberg mad… https://t.co/vfDn0aGMfO
0.2846,Thu Mar 22 14:31:32 +0000 2018,@CNN,0.15,0.634,0.216,3,These New York police officers were outnumbered in this adorable snowball fight https://t.co/S92UjVzfMT
0.0,Thu Mar 22 14:20:23 +0000 2018,@CNN,0.0,1.0,0.0,3,"These dancers, part of a New York sightseeing tour, performed a pas de deux in the middle of a snowstorm… https://t.co/wtMVyRlmBt"
0.0,Thu Mar 22 14:10:00 +0000 2018,@CNN,0.0,1.0,0.0,3,@LaurieSegallCNN Facebook has vowed to change its data-sharing ways. But will the differences actually impact users? https://t.co/NpW1BsBBUv
-0.4754,Thu Mar 22 14:06:00 +0000 2018,@CNN,0.204,0.796,0.0,3,"@LaurieSegallCNN Mark Zuckerberg has regrets. ""I'm really sorry that this happened,"" the Facebook CEO says after ne… https://t.co/Ln0QtpjiB0"
-0.2411,Thu Mar 22 14:03:00 +0000 2018,@CNN,0.098,0.902,0.0,3,"@LaurieSegallCNN Facebook CEO Mark Zuckerberg tells CNN he's open to regulations: ""I'm not sure we shouldn't be reg… https://t.co/ZfXfpMeCF9"
0.3182,Thu Mar 22 13:59:33 +0000 2018,@CNN,0.0,0.892,0.108,3,"@LaurieSegallCNN Mark Zuckerberg says he is ""sure someone's trying"" to use Facebook to meddle with the US midterm e… https://t.co/cHWhJx8OTP"
0.5719,Thu Mar 22 13:53:51 +0000 2018,@CNN,0.0,0.829,0.171,3,"@LaurieSegallCNN Facebook CEO Mark Zuckerberg says he is ""happy to"" testify before Congress ""if it's the right thin… https://t.co/qVtrNIS5p6"
0.0,Thu Mar 22 13:50:09 +0000 2018,@CNN,0.0,1.0,0.0,3,"Mark Zuckerberg in his own words: The CNN interview with @LaurieSegallCNN:

Read: https://t.co/RT973iNdQx
Watch:… https://t.co/bisuxhRq3p"
-0.8074,Thu Mar 22 13:40:10 +0000 2018,@CNN,0.477,0.523,0.0,3,How a trade war could hurt these US states https://t.co/GTOpk9Tyqz https://t.co/gQ981BVLHz
-0.3612,Thu Mar 22 13:31:42 +0000 2018,@CNN,0.122,0.878,0.0,3,French President Emmanuel Macron was facing a major test of his sweeping reform agenda with a series of strikes acr… https://t.co/WQmzPh4lac
0.6369,Thu Mar 22 13:30:09 +0000 2018,@CNN,0.0,0.741,0.259,3,These are the best places to visit in Mexico | via @CNNtravel https://t.co/pFRSxvJiWf https://t.co/5VjXzmFcfc
0.5859,Thu Mar 22 13:20:14 +0000 2018,@CNN,0.0,0.78,0.22,3,"FBI Director Christopher Wray is promising his staff that he remains committed to running the agency ""objectively a… https://t.co/rGlHNo3jiq"
0.0,Thu Mar 22 13:10:04 +0000 2018,@CNN,0.0,1.0,0.0,3,Dashboard video shows the moment a self-driving Uber car crashed into a pedestrian https://t.co/ebSViRcNrZ https://t.co/qvaRpkvfaN
0.0,Thu Mar 22 13:00:10 +0000 2018,@CNN,0.0,1.0,0.0,3,Here's what you need to know about right-to-try legislation | via @CNNhealth https://t.co/Mne8RwS8P2 https://t.co/8oSWzC9W2s
0.6808,Thu Mar 22 12:49:23 +0000 2018,@CNN,0.0,0.68,0.32,3,Starbucks is launching a $10 million grant challenge to solicit designs for a cup that's easier to recycle… https://t.co/aDzLNOZkuY
0.0,Thu Mar 22 12:30:05 +0000 2018,@CNN,0.0,1.0,0.0,3,Vermont is on track to be the only state that has never sent a woman to Congress https://t.co/RI8esMnDW3
0.0,Thu Mar 22 12:20:08 +0000 2018,@CNN,0.0,1.0,0.0,3,"President Trump tweeted that he could knock out Joe Biden. Here's what that reveals:

1. Being ""presidential"" is no… https://t.co/hgNC1eCIOy"
0.0,Thu Mar 22 12:10:08 +0000 2018,@CNN,0.0,1.0,0.0,3,China: We will hit back if the US announces new tariffs https://t.co/6nMz4TjeSE https://t.co/YSCGSge7Ih
-0.6705,Thu Mar 22 12:00:12 +0000 2018,@CNN,0.2,0.8,0.0,3,Sacramento police officers shot and killed a black man in his grandmother's backyard because they believed he was p… https://t.co/o2t8OPoWh3
0.5859,Thu Mar 22 23:32:25 +0000 2018,@FoxNews,0.0,0.787,0.213,4,.@AmbJohnBolton on @POTUS saying ‘Congratulations’ to Vladimir Putin for election win: “I’ve said ‘congratulations’… https://t.co/aYLz6PROsy
0.8658,Thu Mar 22 23:24:57 +0000 2018,@FoxNews,0.0,0.573,0.427,4,.@AmbJohnBolton on replacing H.R. McMaster as @WhiteHouse national security adviser: “It’s…a great honor. It’s alwa… https://t.co/3YBuxI99ms
0.0,Thu Mar 22 23:02:45 +0000 2018,@FoxNews,0.0,1.0,0.0,4,"Moments ago, President @realDonaldTrump announced that @AmbJohnBolton will replace General H.R. McMaster as White H… https://t.co/DnfONMoFsu"
0.0,Thu Mar 22 22:57:08 +0000 2018,@FoxNews,0.0,1.0,0.0,4,Tune in to The Story tonight as @AmbJohnBolton sits down with @marthamaccallum at 7pm ET https://t.co/1xg1Axt8Oi
0.128,Thu Mar 22 22:47:03 +0000 2018,@FoxNews,0.0,0.909,0.091,4,"Victoria Toensing joins husband Joseph diGenova on Trump's legal team in Russia probe - via @brookefoxnews 
https://t.co/jQx2nZNn2i"
-0.5574,Thu Mar 22 22:46:42 +0000 2018,@FoxNews,0.205,0.795,0.0,4,"Goodlatte subpoenas DOJ for documents related to Clinton email probe, FISA abuses - via @brookefoxnews
https://t.co/WQEuyGunA5"
0.34,Thu Mar 22 22:36:14 +0000 2018,@FoxNews,0.0,0.854,0.146,4,"BREAKING: Former UN @AmbJohnBolton to replace H.R. McMaster as White House national security adviser,… https://t.co/eD3G7XEcZx"
0.2023,Thu Mar 22 22:21:33 +0000 2018,@FoxNews,0.095,0.773,0.132,4,OPINION: The Second Amendment rights of more than 4 million Americans are at risk thanks to Republicans in Congress https://t.co/W5y1LOFKtI
0.0,Thu Mar 22 22:11:18 +0000 2018,@FoxNews,0.0,1.0,0.0,4,Dow drops more than 720 as Trump's China tariffs sink in. @DeirdreBolton has the story. #SpecialReport… https://t.co/OlTwiZfphL
-0.296,Thu Mar 22 22:02:10 +0000 2018,@FoxNews,0.155,0.845,0.0,4,Chrissy Teigen tells critics why she didn't take John Legend's last name https://t.co/LapyAUOyOk
0.0,Thu Mar 22 21:58:19 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@POTUS, @FLOTUS host Greek Independence Day celebration.  https://t.co/ksy1yDb1Oi"
0.4019,Thu Mar 22 21:54:25 +0000 2018,@FoxNews,0.0,0.87,0.13,4,.@kimguilfoyle on CA cities pushing back against state sanctuary laws: “I think it’s smart that they distinguish th… https://t.co/p8etTZqMw0
-0.4019,Thu Mar 22 21:44:56 +0000 2018,@FoxNews,0.153,0.847,0.0,4,"Nigerian girl still held by Boko Haram after refusing to convert to Islam, mother says https://t.co/xzTGXdUnD0"
-0.6808,Thu Mar 22 21:36:54 +0000 2018,@FoxNews,0.187,0.813,0.0,4,".@JesseBWatters on Joe Biden saying he would have ""beat the hell"" out of President Trump ""behind the gym"": “If Chen… https://t.co/1dUn1SKaeU"
0.4019,Thu Mar 22 21:21:38 +0000 2018,@FoxNews,0.0,0.876,0.124,4,"On Thursday, @SpeakerRyan tweeted his thoughts on how the omnibus spending bill will help the military, and give ""o… https://t.co/pXqPzPLQFd"
0.4767,Thu Mar 22 21:13:31 +0000 2018,@FoxNews,0.0,0.86,0.14,4,"SMALL AND SNAZZY: Donning a fedora and boots, a miniature horse is bringing smiles to the patients of an Idaho hosp… https://t.co/pe5wKHmQze"
0.4019,Thu Mar 22 21:13:06 +0000 2018,@FoxNews,0.0,0.856,0.144,4,"JUST IN:  #Trump administration approves $1B arms sale to Saudi Arabia, including more than 6,500 missiles https://t.co/XqkM1MqB5u"
-0.0772,Thu Mar 22 21:07:02 +0000 2018,@FoxNews,0.219,0.584,0.197,4,Tennessee man wrongly imprisoned for 31 years awarded $1M https://t.co/GUrJMaZnl8
0.0,Thu Mar 22 21:06:43 +0000 2018,@FoxNews,0.0,1.0,0.0,4,Alabama is latest state to approve execution by nitrogen gas https://t.co/3PMCzKE2A7
-0.296,Thu Mar 22 20:48:36 +0000 2018,@FoxNews,0.115,0.885,0.0,4,".@SenJohnThune on government spending: ""We've got to reform entitlement programs which the Democrats have had no ap… https://t.co/O2lwDPAPt9"
-0.3818,Thu Mar 22 20:44:02 +0000 2018,@FoxNews,0.217,0.669,0.114,4,".@SenJohnThune: ""The unemployment rate is now down to its lowest level in 17 years...We're starting to see good gro… https://t.co/dpPcWMPXng"
-0.4939,Thu Mar 22 20:32:27 +0000 2018,@FoxNews,0.198,0.802,0.0,4,"OPINION: Big Brother #Facebook helped get @BarackObama reelected, now they’re doing damage control https://t.co/wGbzBpg7Bx"
0.2023,Thu Mar 22 20:25:42 +0000 2018,@FoxNews,0.0,0.69,0.31,4,10-year treasury yield. @TeamCavuto https://t.co/tFE7X1J6Vh
-0.7003,Thu Mar 22 20:24:18 +0000 2018,@FoxNews,0.326,0.674,0.0,4,Boothe Calls Out 'Selective Outrage' in Reactions to Trump &amp; Biden's Fighting Words https://t.co/YGSOXtd7qf
0.0,Thu Mar 22 20:21:58 +0000 2018,@FoxNews,0.0,1.0,0.0,4,Stocks impacted by tariffs. @TeamCavuto https://t.co/nZnkTIMhY2
0.4215,Thu Mar 22 20:17:54 +0000 2018,@FoxNews,0.0,0.781,0.219,4,What is an atmospheric river? Powerful storm to drench California https://t.co/GHv3SHRJxk
0.0,Thu Mar 22 20:09:48 +0000 2018,@FoxNews,0.0,1.0,0.0,4,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closes down over 700 points as Trump's China tariffs sink in. https://t.co…
0.0,Thu Mar 22 20:04:42 +0000 2018,@FoxNews,0.0,1.0,0.0,4,Famously liberal Vermont is now the only state never to send a woman to Congress  https://t.co/IEc7Pxd3sb
-0.5106,Thu Mar 22 19:49:00 +0000 2018,@FoxNews,0.18,0.82,0.0,4,"At the Generation Next forum, President @realDonaldTrump slammed his presidential predecessors for their failure to… https://t.co/IL0kMxuNaz"
0.0,Thu Mar 22 19:44:16 +0000 2018,@FoxNews,0.0,1.0,0.0,4,BREAKING NEWS: @Cityofatlanta facing computer outages; @FBI is aware of situation. https://t.co/9cLBXx6sYq
0.128,Thu Mar 22 19:35:00 +0000 2018,@FoxNews,0.089,0.802,0.11,4,".@SteveScalise: ""Look at all the economic growth we have already gotten out of the tax cut bill. Who would've predi… https://t.co/Xkg3aiA9gu"
0.0,Thu Mar 22 19:34:00 +0000 2018,@FoxNews,0.0,1.0,0.0,4,"President @realDonaldTrump announces new round of tariffs, investment restrictions against #China… https://t.co/Q1QsYrA6ev"
-0.5719,Thu Mar 22 19:32:53 +0000 2018,@FoxNews,0.163,0.837,0.0,4,RT @FoxBusiness: MARKET SELLOFF: The Dow Jones Industrial Average and S&amp;P 500 are now negative for the year. https://t.co/qnKJEeyOAk https:…
-0.802,Thu Mar 22 19:27:39 +0000 2018,@FoxNews,0.477,0.523,0.0,4,ABC's 'American Idol' reportedly blaming Ryan Seacrest scandal for low ratings https://t.co/Uixj0GbsDL
0.4215,Thu Mar 22 19:21:09 +0000 2018,@FoxNews,0.0,0.811,0.189,4,"Earlier, @FLOTUS tweeted her greetings from the @WhiteHouse in a photo featuring @POTUS. https://t.co/1OkY69SKvm"
0.6124,Thu Mar 22 19:17:51 +0000 2018,@FoxNews,0.0,0.762,0.238,4,".@POTUS, off-camera to @WhiteHouse press pool, on testifying before Mueller: ""Yes, I would like to. I would like to… https://t.co/tLfnW6mlsr"
-0.8481,Thu Mar 22 19:07:30 +0000 2018,@FoxNews,0.453,0.474,0.074,4,"Staged photos pretending to show torture, murder shown in murder-for-hire trial https://t.co/f9a3UD2vT8"
-0.296,Thu Mar 22 19:04:27 +0000 2018,@FoxNews,0.145,0.855,0.0,4,"Colorado mom of 3 reported missing, last seen leaving bar after St. Patrick's Day https://t.co/iVlbjHSfcN"
0.3182,Thu Mar 22 19:00:00 +0000 2018,@FoxNews,0.0,0.867,0.133,4,"Moments ago at a sit-down interview with @charliekirk11, President @realDonaldTrump joked about the advice he would… https://t.co/zpcXglAdSI"
0.5106,Thu Mar 22 18:57:35 +0000 2018,@FoxNews,0.0,0.809,0.191,4,Poll: Do you have confidence in @POTUS to handle the situation with North Korea? https://t.co/4Fr2XjxXYI
0.25,Thu Mar 22 18:56:35 +0000 2018,@FoxNews,0.0,0.875,0.125,4,'Don't Run for President': @realDonaldTrump Jokes About Advice He'd Give Himself at Age 25 https://t.co/9RTWz0JcVC
0.0,Thu Mar 22 18:49:42 +0000 2018,@FoxNews,0.0,1.0,0.0,4,.@KellyannePolls speaks to millennials on policy issues at @WhiteHouse event. https://t.co/rUeBKNc0t7
0.0,Thu Mar 22 18:43:56 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@charliekirk11: ""What advice would you give to the 25-year-old @realDonaldTrump knowing what you know today?""… https://t.co/KlcIfgCfBk"
0.0772,Thu Mar 22 18:38:07 +0000 2018,@FoxNews,0.093,0.802,0.105,4,".@realDonaldTrump on phase two of tax cuts: ""The word 'crumbs' is going to be like the word 'deplorable' I think fo… https://t.co/bnZplORpQ1"
0.802,Thu Mar 22 18:36:13 +0000 2018,@FoxNews,0.0,0.745,0.255,4,".@POTUS: ""If you look at what's going on with free speech with the super left, with Antifa, with all of these chara… https://t.co/DUepIzKE0k"
0.1531,Thu Mar 22 18:32:36 +0000 2018,@FoxNews,0.0,0.885,0.115,4,".@realDonaldTrump on immigration: ""We want people to come into our country, but we want them to come in based on me… https://t.co/JBa49HdKDW"
0.802,Thu Mar 22 18:32:26 +0000 2018,@FoxNews,0.0,0.745,0.255,4,".@POTUS: ""If you look at what's going on with free speech with the super left, with Antifa, with all of these chara… https://t.co/tSwXH7oRtL"
-0.0516,Thu Mar 22 18:29:59 +0000 2018,@FoxNews,0.115,0.781,0.104,4,".@realDonaldTrump on tax cuts: ""Millennials starting out, you have a tremendous advantage now over what you had."" https://t.co/FuqeuY6kri"
0.0,Thu Mar 22 18:27:32 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@realDonaldTrump: ""I shouldn't be the one negotiating North Korea. This should have been done years ago."" https://t.co/TpGcWycFza"
0.0,Thu Mar 22 18:26:43 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@realDonaldTrump on trade: ""We are so far down...our past presidents should have never allowed this to happen."" https://t.co/4yAxrsbieU"
-0.3818,Thu Mar 22 18:24:52 +0000 2018,@FoxNews,0.126,0.874,0.0,4,".@realDonaldTrump: ""We're losing $375 billion with China, it could be $504 billion depending on the way you count."" https://t.co/AVcWzXeJIl"
0.0,Thu Mar 22 18:16:25 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@DanHenninger: ""If Robert Mueller has something big on @POTUS, so be it. The process has to go forward. But if he'… https://t.co/XAEpTyYQsp"
-0.296,Thu Mar 22 18:11:46 +0000 2018,@FoxNews,0.136,0.864,0.0,4,GOP Lawmaker Blasts $1.3T Spending Bill: No One Could Have Read It Before Voting https://t.co/il7L4sRrEy
0.3612,Thu Mar 22 18:05:01 +0000 2018,@FoxNews,0.0,0.872,0.128,4,"MOMENTS AGO: @POTUS, off-camera to @WhiteHouse press pool, on testifying before Mueller: ""Yes, I would like to. I w… https://t.co/HqWmdFRBGM"
0.0,Thu Mar 22 17:57:30 +0000 2018,@FoxNews,0.0,1.0,0.0,4,.@POTUS and @IvankaTrump speak to millennials on policy issues at @WhiteHouse event  https://t.co/qIyZmMAOgw
-0.743,Thu Mar 22 17:50:16 +0000 2018,@FoxNews,0.27,0.73,0.0,4,"Country star standoff: 'Idol' judge Luke Bryan is no 'Voice' coach Blake Shelton, fans say amid ratings disaster https://t.co/KN38viM1HW"
0.0,Thu Mar 22 17:46:00 +0000 2018,@FoxNews,0.0,1.0,0.0,4,.@LindseyGrahamSC on Russian Election Interference: Trump Isn't Getting 'The Results We Want'… https://t.co/sq9SIF41kc
0.5859,Thu Mar 22 17:43:53 +0000 2018,@FoxNews,0.0,0.612,0.388,4,Charming kindergartner's weather forecast goes viral https://t.co/6lBrVk1ldQ
0.0,Thu Mar 22 17:43:29 +0000 2018,@FoxNews,0.0,1.0,0.0,4,"Austin bomber had 'target list,' used 'very unique' batteries purchased from Asia, McCaul says https://t.co/UTToSokGZo"
0.3724,Thu Mar 22 17:31:50 +0000 2018,@FoxNews,0.0,0.825,0.175,4,.@Jim_Jordan Bashes $1.3 Trillion Spending Bill: 'It Can't Get Any Worse' https://t.co/VE3sXg5Qc8 https://t.co/e7vJURV62O
0.0,Thu Mar 22 17:27:46 +0000 2018,@FoxNews,0.0,1.0,0.0,4,"President Trump announces new round of tariffs, investment restrictions against China - via @brookefoxnews 
https://t.co/kmijyWdSHB"
0.1027,Thu Mar 22 17:23:32 +0000 2018,@FoxNews,0.0,0.924,0.076,4,"Handgun used in Maryland high school shooting was legally owned by gunman's father, police say (via @RyanGaydos) https://t.co/LFKunW7BYJ"
0.0,Thu Mar 22 17:17:50 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@RepScottPerry: ""We got the bill - 2,232 pages - last night at 8:30."" #OutnumberedOT https://t.co/HfXCeDU6tw"
0.296,Thu Mar 22 17:14:51 +0000 2018,@FoxNews,0.0,0.833,0.167,4,Outgoing Secretary of State Rex Tillerson delivers farewell remarks to @StateDept https://t.co/3Hw7mmlN8A
0.0,Thu Mar 22 17:09:50 +0000 2018,@FoxNews,0.0,1.0,0.0,4,BREAKING NEWS: House passes spending bill; Senate votes next. https://t.co/Ir2nqltT67
0.5106,Thu Mar 22 17:08:22 +0000 2018,@FoxNews,0.0,0.732,0.268,4,"RT @FoxBusiness: .@SecretaryRoss: ""Intellectual property rights are our future."" https://t.co/HLrmeKyb61"
0.0,Thu Mar 22 17:07:00 +0000 2018,@FoxNews,0.0,1.0,0.0,4,"MOMENTS AGO: President @realDonaldTrump signs presidential memo targeting China over steel, aluminum, and intellect… https://t.co/YKYVpfVVhr"
0.0,Thu Mar 22 17:01:55 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@VP: ""The era of economic surrender is over."" https://t.co/AZBve9Gx1v"
0.0,Thu Mar 22 16:59:53 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@POTUS: ""We're doing things for this country that should've been done for many, many years."" https://t.co/cZrsL0qMQf"
0.0,Thu Mar 22 16:56:38 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@VP: ""The era of economic surrender is over."" https://t.co/li1fS1p6QZ"
0.5106,Thu Mar 22 16:54:44 +0000 2018,@FoxNews,0.0,0.858,0.142,4,"RT @FoxBusiness: .@POTUS on China: ""We have a tremendous intellectual property theft going on, which likewise is hundreds of billions of do…"
-0.6597,Thu Mar 22 16:54:41 +0000 2018,@FoxNews,0.205,0.795,0.0,4,"RT @FoxBusiness: .@POTUS on trade deficit with China: ""It is the largest deficit of any country in the history of our world."" https://t.co/…"
-0.3182,Thu Mar 22 16:54:39 +0000 2018,@FoxNews,0.099,0.901,0.0,4,"RT @FoxBusiness: .@POTUS: ""This has been long in the making...We've lost, over a fairly short period of time, 60,000 factories in our count…"
-0.2484,Thu Mar 22 16:49:39 +0000 2018,@FoxNews,0.243,0.577,0.18,4,".@POTUS: ""NAFTA's been a very bad deal for the United States."" https://t.co/Hg3TDcUeoW"
-0.4019,Thu Mar 22 16:48:46 +0000 2018,@FoxNews,0.153,0.847,0.0,4,".@POTUS: ""It is the largest deficit of any country in the history of our world."" https://t.co/rcPFk2tGms"
-0.296,Thu Mar 22 16:46:15 +0000 2018,@FoxNews,0.216,0.784,0.0,4,.@POTUS signs a presidential memorandum targeting China's economic aggression https://t.co/gt8J9hqbI6
-0.2732,Thu Mar 22 16:39:22 +0000 2018,@FoxNews,0.1,0.9,0.0,4,".@HARRISFAULKNER: ""What happened on the Democratic side of the line of 'When they go low we go high'?"" #Outnumbered https://t.co/hYvBLBhtIR"
0.4215,Thu Mar 22 16:38:14 +0000 2018,@FoxNews,0.0,0.797,0.203,4,United passenger claims he fractured spine after airline took away wheelchair https://t.co/Y2eppAwju1
-0.5719,Thu Mar 22 16:29:31 +0000 2018,@FoxNews,0.217,0.783,0.0,4,".@dagenmcdowell: ""We have a $21 trillion debt in this country and there is no whiff of fiscal responsibility coming… https://t.co/rGLW3Vrdra"
0.0,Thu Mar 22 16:27:46 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@MickMulvaneyOMB: ""The line item veto - if the President had that, this bill would look a lot different by the tim… https://t.co/0xMNQXV4ji"
0.3041,Thu Mar 22 16:24:50 +0000 2018,@FoxNews,0.102,0.704,0.195,4,".@MickMulvaneyOMB: ""We need 9 Democrats to support this bill so there was no chance of everything that we wanted pa… https://t.co/3XEuWtgU9B"
0.0,Thu Mar 22 16:24:00 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@MickMulvaneyOMB: ""This omnibus bill... funds national defense."" https://t.co/NbqRY3CoMO"
0.0,Thu Mar 22 16:22:55 +0000 2018,@FoxNews,0.0,1.0,0.0,4,".@WhiteHouse gives an update on the Consolidated Appropriations Act, 2018
 https://t.co/LNn8uXfZlS"
0.0,Thu Mar 22 16:13:04 +0000 2018,@FoxNews,0.0,1.0,0.0,4,11 Easter Sunday dining deals (via @JaninePuhak) https://t.co/gwRMMgoAkQ
-0.3182,Thu Mar 22 16:10:45 +0000 2018,@FoxNews,0.173,0.827,0.0,4,"Lead @realDonaldTrump attorney in Mueller probe, John Dowd, resigns; @johnrobertsFox reports.… https://t.co/OYR2eo8sQr"
0.4767,Thu Mar 22 16:05:01 +0000 2018,@FoxNews,0.0,0.807,0.193,4,"House Intelligence Committee votes to release GOP report on Russia probe - via @brookefoxnews 
https://t.co/oWmFtXEvw1"
-0.0516,Thu Mar 22 15:58:21 +0000 2018,@FoxNews,0.217,0.583,0.2,4,"Eating vegan diet promotes 'white masculinity,' sociologist argues https://t.co/NRUis8SDMF"
-0.4215,Thu Mar 22 15:51:39 +0000 2018,@FoxNews,0.226,0.774,0.0,4,"Advertisers tell Facebook 'enough is enough' as group representing 3,000 brands threatens to leave https://t.co/tl0uq4Fm9P"
0.0,Thu Mar 22 15:36:36 +0000 2018,@FoxNews,0.0,1.0,0.0,4,.@SpeakerRyan holds a news conference  https://t.co/OpkKDLHBBt
-0.3182,Thu Mar 22 15:34:21 +0000 2018,@FoxNews,0.161,0.839,0.0,4,"BREAKING NEWS: Lead @realDonaldTrump attorney in Mueller probe, John Dowd, resigns. https://t.co/a50WG2zd5j https://t.co/4SqqPOC22Q"
-0.3182,Thu Mar 22 15:30:55 +0000 2018,@FoxNews,0.173,0.827,0.0,4,"BREAKING NEWS: Lead @realDonaldTrump attorney in Mueller probe, John Dowd, resigns. https://t.co/NM4yKPckeZ"
-0.4648,Thu Mar 22 15:27:16 +0000 2018,@FoxNews,0.151,0.849,0.0,4,".@LindseyGrahamSC: ""The Western World's just basically AWOL when it comes to pushing back on Russia... [@POTUS] nee… https://t.co/wrsKTS1oCG"
-0.5106,Thu Mar 22 15:23:31 +0000 2018,@FoxNews,0.281,0.719,0.0,4,Wes Anderson's 'Isle of Dogs' accused of cultural appropriation by film critic https://t.co/8ro0XPPnr5
0.0,Thu Mar 22 15:18:46 +0000 2018,@FoxNews,0.0,1.0,0.0,4,.@HouseDemocrats participate in an event marking the 8th anniversary of ObamaCare. https://t.co/asozyrojpP
-0.296,Thu Mar 22 15:18:21 +0000 2018,@FoxNews,0.155,0.845,0.0,4,"Brisket bandit accused of swiping smoked, raw meat from St. Louis-area restaurants https://t.co/bIbsG23Xh4"
-0.3612,Thu Mar 22 15:09:09 +0000 2018,@FoxNews,0.161,0.839,0.0,4,‘Cocaine babe’ tells court she smuggled drugs for ‘likes and attention’ on Instagram https://t.co/RS7TbgnF84
-0.34,Thu Mar 22 15:00:33 +0000 2018,@FoxNews,0.138,0.862,0.0,4,"Utah father sues @boyscouts, accuses group of discrimination against his son who has Down Syndrome. https://t.co/inTE6O9Z6Q"
-0.5859,Thu Mar 22 14:59:00 +0000 2018,@FoxNews,0.275,0.725,0.0,4,.@RepAdamSchiff: We have motions to hold Steve Bannon in contempt. https://t.co/tCaENo4YNi
0.0,Thu Mar 22 14:57:00 +0000 2018,@FoxNews,0.0,1.0,0.0,4,"Austin bomber had 'target list,' used 'very unique' batteries purchased from Asia, McCaul says (via @travfed)   https://t.co/UTToSokGZo"
-0.25,Thu Mar 22 14:48:34 +0000 2018,@FoxNews,0.167,0.833,0.0,4,Alyssa Milano blasts Wendy's amid farm workers protest (via @JaninePuhak) https://t.co/CQ4juDFlqN
0.6249,Thu Mar 22 23:32:04 +0000 2018,@nytimes,0.0,0.661,0.339,5,"11 great titles expiring from Netflix in April
https://t.co/HcBU02pyJA"
0.5945,Thu Mar 22 23:18:21 +0000 2018,@nytimes,0.0,0.856,0.144,5,RT @nytopinion: .@FrankBruni: Any of us would choose a pilot who’d flown 999 flights over one with nine. So why the romance with utterly un…
0.0,Thu Mar 22 23:02:06 +0000 2018,@nytimes,0.0,1.0,0.0,5,Evening Briefing: Here's what you need to know at the end of the day https://t.co/VOho41K177
0.0,Thu Mar 22 22:51:00 +0000 2018,@nytimes,0.0,1.0,0.0,5,"John Bolton, who will take office April 9, has met regularly with Trump to discuss foreign policy, and was on a lis… https://t.co/GrdtG3jdyh"
0.1531,Thu Mar 22 22:46:04 +0000 2018,@nytimes,0.112,0.701,0.187,5,"RT @MarkLandler: Scoop: McMaster to Resign as National Security Adviser, and Will Be Replaced by John Bolton https://t.co/qotF7Ftlr6"
0.0,Thu Mar 22 22:38:00 +0000 2018,@nytimes,0.0,1.0,0.0,5,"General McMaster will retire from the military, officials said. He has been discussing his departure with President… https://t.co/YOfH4W4IxY"
0.0,Thu Mar 22 22:32:03 +0000 2018,@nytimes,0.0,1.0,0.0,5,"RT @amyfiscus: NEW: McMaster out, Bolton in. It’s happening https://t.co/NcRSvCbDcG"
0.34,Thu Mar 22 22:25:40 +0000 2018,@nytimes,0.0,0.888,0.112,5,Breaking News: President Trump’s national security adviser is out. H. R. McMaster will be replaced by John R. Bolto… https://t.co/sH0sJexKwH
0.0,Thu Mar 22 22:17:06 +0000 2018,@nytimes,0.0,1.0,0.0,5,Instagram is changing its algorithm to make things a little more timely https://t.co/dm9TTWY2qS
-0.25,Thu Mar 22 22:01:06 +0000 2018,@nytimes,0.1,0.9,0.0,5,"After 110 days alone at sea, 71-year-old Aleksander Doba finally completed his mission to kayak across the Atlantic… https://t.co/JO3QpiT5Ec"
0.0,Thu Mar 22 21:46:02 +0000 2018,@nytimes,0.0,1.0,0.0,5,Need a dinner idea? Try this salmon https://t.co/jkwdxhJohb
-0.8885,Thu Mar 22 21:31:05 +0000 2018,@nytimes,0.356,0.644,0.0,5,"RT @nytimesarts: The finale of ""The Assassination of Gianni Versace"" chronicles the last and desperate days of the serial killer Andrew Cun…"
